"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
1485 3 1 1 1 24 3 1 1 1 1 43
1486 2 2 1 2 58 2 1 1 1 2 55
1486 3 1 1 2 23 3 1 1 1 2 55
1486 4 1 1 2 29 4 1 1 1 2 55
1486 5 1 1 2 29 4 1 1 1 2 55
1486 6 1 1 2 24 4 1 1 1 2 55
1487 2 1 1 1 27 2 2 2 1 1 27
1487 3 2 1 1 3 3 2 2 1 1 27
1488 2 2 1 1 74 2 1 1 1 1 79
1488 3 2 1 1 44 3 1 1 1 1 79
1489 2 2 8 1 11 3 2 2 8 1 33
1489 3 2 8 1 7 3 2 2 8 1 33
1490 2 2 1 1 51 2 1 1 1 1 51
1490 3 1 1 1 17 3 1 1 1 1 51
1490 4 2 1 1 12 3 1 1 1 1 51
1491 2 1 1 1 77 2 1 2 1 1 72
1491 3 2 1 1 22 9 1 2 1 1 72
1492 2 1 7 2 33 3 2 2 1 2 58
1493 2 2 1 1 52 2 1 1 1 1 52
1493 3 1 1 1 18 3 1 1 1 1 52
1493 4 2 1 1 15 3 1 1 1 1 52
1494 2 2 1 1 37 2 1 1 1 1 39
1494 3 1 1 1 7 3 1 1 1 1 39
1494 4 1 1 1 4 3 1 1 1 1 39
1495 2 2 1 1 33 2 1 1 1 1 33
1495 3 1 1 1 1 3 1 1 1 1 33
1496 2 1 1 1 48 2 1 2 1 1 46
1496 3 2 1 2 19 3 1 2 1 1 46
1497 2 2 1 1 34 2 1 1 4 1 42
1497 3 1 8 1 5 3 1 1 4 1 42
1497 4 2 8 1 3 3 1 1 4 1 42
1498 2 2 1 1 43 2 1 1 1 1 44
1498 3 2 1 1 16 3 1 1 1 1 44
1498 4 1 1 1 13 3 1 1 1 1 44
1498 5 1 1 1 10 3 1 1 1 1 44
1499 2 2 1 5 74 2 2 1 1 5 73
1499 3 2 1 5 22 9 2 1 1 5 73
1500 2 2 1 1 59 2 1 1 1 1 60
1501 2 2 8 1 38 11 1 1 2 1 44
1502 2 2 1 1 88 5 1 1 1 1 49
1503 2 2 1 1 38 2 1 1 1 1 39
1503 3 1 1 1 10 3 1 1 1 1 39
1503 4 1 1 1 5 3 1 1 1 1 39
1503 5 1 1 1 4 3 1 1 1 1 39
1503 6 1 1 1 2 3 1 1 1 1 39
1504 2 2 6 1 26 2 1 1 6 1 35
1504 3 1 6 1 6 3 1 1 6 1 35
1504 4 2 6 1 1 3 1 1 6 1 35
1505 2 1 1 1 59 2 1 2 1 1 65
1506 2 1 2 1 76 2 1 2 2 1 71
1507 2 1 1 1 28 11 1 1 1 1 42
1507 3 1 1 1 25 11 1 1 1 1 42
1508 2 2 1 1 34 2 2 1 1 1 28
1508 3 1 1 1 7 3 2 1 1 1 28
1508 4 2 1 1 5 3 2 1 1 1 28
1509 2 1 2 1 24 3 1 1 2 1 43
1509 3 2 2 1 65 5 1 1 2 1 43
1510 2 2 2 1 48 3 1 2 2 1 65
1510 3 1 2 1 40 3 1 2 2 1 65
1510 4 2 2 1 20 9 1 2 2 1 65
1510 5 1 2 1 19 9 1 2 2 1 65
1511 2 2 1 1 40 2 1 1 1 1 42
1511 3 2 1 1 13 3 1 1 1 1 42
1511 4 1 1 1 12 3 1 1 1 1 42
1512 2 2 1 5 35 2 1 1 1 5 37
1512 3 2 1 5 7 3 1 1 1 5 37
1512 4 1 1 5 3 3 1 1 1 5 37
1513 2 2 1 1 69 2 1 1 1 1 70
1514 2 2 1 2 39 2 2 1 1 2 36
1514 3 2 1 2 13 3 2 1 1 2 36
1514 4 1 1 2 8 3 2 1 1 2 36
1514 5 2 1 2 3 3 2 1 1 2 36
1515 2 2 1 1 32 3 2 2 6 1 52
1515 3 1 1 1 12 9 2 2 6 1 52
1515 4 2 1 1 5 9 2 2 6 1 52
1516 2 1 1 1 50 2 2 2 1 1 44
1517 2 2 1 1 57 11 1 1 1 1 61
1518 2 2 1 1 43 2 1 1 1 1 46
1518 3 1 1 1 13 3 1 1 1 1 46
1519 2 2 1 1 41 2 1 1 1 1 45
1519 3 2 1 1 17 3 1 1 1 1 45
1519 4 1 1 1 14 3 1 1 1 1 45
1520 2 2 1 1 34 2 1 1 1 1 35
1520 3 2 1 1 4 3 1 1 1 1 35
1520 4 2 1 1 2 3 1 1 1 1 35
1521 2 1 7 2 3 3 2 2 7 2 30
1522 2 1 1 2 55 2 1 2 1 2 54
1522 3 2 1 2 23 3 1 2 1 2 54
1523 2 2 4 1 27 2 2 1 4 1 27
1523 3 1 4 1 31 11 2 1 4 1 27
1524 2 2 1 1 71 2 1 1 1 1 71
1524 3 2 1 1 45 3 1 1 1 1 71
1525 2 2 1 1 26 7 2 2 1 1 24
1525 3 2 1 1 24 12 2 2 1 1 24
1526 2 2 1 1 68 2 1 1 1 1 72
1527 2 2 1 1 21 3 1 2 1 1 51
1528 2 1 1 1 58 2 1 2 1 1 55
1529 2 2 1 1 64 2 2 1 1 1 64
1530 2 1 1 1 10 3 1 1 1 1 38
1531 2 2 1 1 55 2 2 1 1 1 52
1532 2 1 1 1 57 2 1 2 1 1 54
1533 2 2 1 1 59 2 1 1 1 1 52
1533 3 2 1 1 23 3 1 1 1 1 52
1533 4 1 1 1 21 3 1 1 1 1 52
1534 2 2 1 1 56 2 1 1 1 1 55
1534 3 1 1 1 18 3 1 1 1 1 55
1534 4 1 1 1 17 3 1 1 1 1 55
1535 2 2 1 1 69 2 1 1 1 1 75
1536 2 1 2 1 13 3 1 1 1 1 47
1537 2 2 1 1 38 11 2 1 1 1 45
1537 3 1 1 1 13 12 2 1 1 1 45
1538 2 1 1 1 57 3 1 2 1 1 85
1538 3 1 1 1 25 9 1 2 1 1 85
1538 4 1 1 1 20 9 1 2 1 1 85
1539 2 1 1 1 38 2 1 2 1 1 35
1539 3 2 1 1 7 3 1 2 1 1 35
1539 4 2 1 1 5 3 1 2 1 1 35
1540 2 1 1 1 1 3 2 2 1 1 25
1540 3 2 1 1 52 5 2 2 1 1 25
1541 2 1 1 1 71 2 1 2 1 1 68
1542 2 2 1 1 73 2 1 1 1 1 76
1543 2 2 1 1 56 2 1 1 1 1 56
1544 2 1 2 1 36 3 1 2 2 1 60
1545 2 2 1 1 50 11 1 1 1 1 52
1546 2 2 1 1 30 11 2 1 1 1 32
1547 2 2 1 1 63 2 1 1 1 1 69
1548 2 2 2 1 74 2 1 1 2 1 72
1549 2 2 1 1 49 2 1 1 1 1 50
1550 2 2 7 2 28 2 1 1 1 1 28
1550 3 2 1 2 5 3 1 1 1 1 28
1550 4 1 1 2 3 3 1 1 1 1 28
1551 2 2 6 1 49 2 1 1 6 1 57
1551 3 2 6 1 22 3 1 1 6 1 57
1551 4 1 6 1 15 3 1 1 6 1 57
1551 5 1 6 1 22 3 1 1 6 1 57
1552 2 2 1 1 55 2 1 1 1 1 64
1553 2 2 1 1 17 3 2 2 1 1 48
1553 3 1 1 1 13 3 2 2 1 1 48
1554 2 2 1 1 67 2 1 1 1 1 68
1555 2 2 2 1 54 2 2 1 2 1 62
1555 3 2 2 1 21 3 2 1 2 1 62
1555 4 1 2 1 26 12 2 1 2 1 62
1556 2 2 1 1 48 2 1 1 1 1 51
1556 3 2 1 1 23 3 1 1 1 1 51
1557 2 2 1 1 40 2 1 1 1 1 45
1557 3 1 1 1 21 3 1 1 1 1 45
1558 2 2 1 1 46 2 1 1 1 1 46
1558 3 1 1 1 19 3 1 1 1 1 46
1558 4 1 1 1 16 3 1 1 1 1 46
1558 5 2 1 1 12 3 1 1 1 1 46
1559 2 2 1 1 41 2 1 1 1 1 44
1559 3 1 1 1 8 3 1 1 1 1 44
1559 4 1 1 1 8 3 1 1 1 1 44
1560 2 2 1 1 81 2 1 1 1 1 81
1561 2 2 2 1 6 3 1 2 2 1 35
1561 3 2 2 1 5 3 1 2 2 1 35
1561 4 1 2 1 26 11 1 2 2 1 35
1562 2 2 1 1 51 2 1 1 1 1 51
1563 2 1 1 1 61 2 1 2 1 1 57
1564 2 1 1 1 27 11 2 2 1 1 25
1565 2 1 1 1 38 2 1 2 1 1 37
1565 3 2 1 1 14 3 1 2 1 1 37
1565 4 2 1 1 12 3 1 2 1 1 37
1566 2 2 1 1 30 2 1 1 1 1 42
1566 3 1 1 1 7 3 1 1 1 1 42
1566 4 1 1 1 2 3 1 1 1 1 42
1566 5 2 1 1 1 3 1 1 1 1 42
1566 6 1 1 1 67 5 1 1 1 1 42
1567 2 2 2 1 22 3 1 2 2 1 42
1567 3 1 2 1 20 3 1 2 2 1 42
1567 4 1 2 1 15 12 1 2 2 1 42
1567 5 2 2 1 14 12 1 2 2 1 42
1567 6 2 2 1 9 12 1 2 2 1 42
1568 2 2 1 1 79 2 1 1 1 1 75
1569 2 2 1 1 71 2 1 1 1 1 75
1570 2 2 1 1 52 2 1 1 1 1 61
1571 2 2 1 1 48 2 1 1 1 1 48
1572 2 2 1 1 57 2 1 1 1 1 47
1573 2 1 1 1 36 2 2 2 1 1 30
1573 3 2 1 1 7 3 2 2 1 1 30
1574 2 2 1 1 46 11 2 1 1 1 46
1575 2 1 1 1 36 2 1 2 1 1 32
1575 3 2 1 1 3 3 1 2 1 1 32
1576 2 2 7 5 32 3 2 2 7 5 57
1576 3 2 7 5 10 9 2 2 7 5 57
1577 2 2 1 1 57 2 1 1 1 1 58
1578 2 2 1 1 5 3 1 2 1 1 34
1579 2 1 1 1 46 2 2 2 1 1 42
1580 2 2 1 1 72 11 1 2 1 1 72
1581 2 2 1 1 30 2 2 1 2 1 28
1582 2 1 8 1 61 11 2 1 1 1 61
1583 2 2 1 1 74 2 1 1 1 1 72
1584 2 2 1 1 56 2 1 1 1 1 56
1585 2 2 1 1 47 2 1 1 1 1 51
1585 3 1 1 1 15 3 1 1 1 1 51
1585 4 1 1 1 13 3 1 1 1 1 51
1586 2 1 8 5 25 3 1 2 8 5 47
1586 3 1 8 5 6 3 1 2 8 5 47
1586 4 1 8 5 39 11 1 2 8 5 47
1587 2 1 8 1 6 3 1 2 1 1 27
1587 3 1 1 1 29 11 1 2 1 1 27
1588 2 2 1 1 95 5 1 2 1 1 70
1589 2 2 1 1 68 2 1 1 1 1 75
1590 2 2 1 1 55 2 1 1 1 1 59
1591 2 2 1 1 5 3 2 1 1 1 41
1592 2 1 6 1 41 2 1 2 6 1 41
1592 3 2 6 1 9 3 1 2 6 1 41
1592 4 1 6 1 6 3 1 2 6 1 41
1593 2 1 1 1 52 2 1 2 6 1 43
1593 3 1 8 1 2 3 1 2 6 1 43
1594 2 2 1 1 42 2 1 1 1 1 50
1594 3 1 1 1 12 3 1 1 1 1 50
1595 2 1 1 1 43 2 1 2 1 1 37
1595 3 2 1 1 3 3 1 2 1 1 37
1595 4 1 1 1 3 3 1 2 1 1 37
1596 2 2 1 1 46 10 1 1 1 1 57
1597 2 2 1 1 78 2 1 1 1 1 78
1598 2 1 1 1 46 2 1 2 1 1 42
1598 3 1 1 1 15 3 1 2 1 1 42
1599 2 2 5 1 61 2 1 1 5 1 61
1600 2 2 1 1 46 2 1 1 1 1 46
1600 3 2 1 1 7 3 1 1 1 1 46
1601 2 2 2 1 86 5 1 2 2 1 54
1602 2 1 2 1 1 3 2 2 2 1 26
1603 2 2 1 1 49 2 1 1 1 1 54
1603 3 1 1 1 9 3 1 1 1 1 54
1603 4 1 1 1 7 3 1 1 1 1 54
1603 5 1 1 1 83 6 1 1 1 1 54
1604 2 1 1 1 26 3 2 2 1 1 58
1605 2 2 2 1 52 2 1 1 2 1 58
1605 3 1 2 1 32 3 1 1 2 1 58
1606 2 2 1 1 58 2 1 1 1 1 58
1607 2 2 1 1 62 2 1 1 1 1 70
1608 2 2 2 1 30 3 1 2 2 1 59
1608 3 2 2 1 5 9 1 2 2 1 59
1609 2 2 2 1 1 3 2 1 2 1 32
1609 3 2 2 1 23 11 2 1 2 1 32
1610 2 2 1 1 39 2 1 1 1 1 38
1610 3 1 1 1 3 3 1 1 1 1 38
1611 2 2 2 1 43 5 1 2 2 1 18
1612 2 1 1 1 24 2 2 2 1 1 24
1612 3 2 1 1 3 3 2 2 1 1 24
1613 2 1 1 1 59 2 1 2 1 1 55
1614 2 2 1 1 48 2 1 1 1 1 51
1615 2 1 1 1 12 3 2 2 1 1 32
1615 3 1 8 1 6 3 2 2 1 1 32
1616 2 1 2 1 12 3 1 2 2 1 32
1616 3 2 2 1 3 3 1 2 2 1 32
1617 2 1 1 1 32 2 1 2 1 1 28
1617 3 1 1 1 11 3 1 2 1 1 28
1617 4 2 1 1 2 3 1 2 1 1 28
1618 2 1 1 1 25 11 2 2 1 1 23
1619 2 2 1 1 40 7 1 1 1 1 39
1620 2 2 1 4 54 2 1 1 1 4 58
1621 2 2 8 2 5 3 2 2 1 2 26
1621 3 2 8 2 4 3 2 2 1 2 26
1622 2 2 1 1 55 2 1 1 1 1 56
1622 3 1 1 1 26 3 1 1 1 1 56
1623 2 2 1 1 67 2 1 1 1 1 70
1624 2 2 1 1 44 2 2 1 1 1 44
1624 3 1 1 1 12 3 2 1 1 1 44
1624 4 2 1 1 10 3 2 1 1 1 44
1624 5 2 1 1 10 3 2 1 1 1 44
1625 2 1 1 1 57 2 1 2 1 1 55
1626 2 2 1 1 53 2 1 1 1 1 55
1626 3 2 1 1 30 3 1 1 1 1 55
1626 4 1 1 1 2 9 1 1 1 1 55
1627 2 2 1 1 69 2 1 1 1 1 71
1628 2 2 3 1 66 2 1 1 3 1 69
1628 3 1 3 1 9 9 1 1 3 1 69
1628 4 2 3 1 7 9 1 1 3 1 69
1629 2 2 1 1 61 2 1 1 1 1 61
1630 2 2 1 1 54 11 2 2 1 1 55
1631 2 2 1 1 77 2 1 1 1 1 86
1632 2 1 1 1 58 2 1 2 1 1 71
1632 3 1 1 1 52 3 1 2 1 1 71
1632 4 2 1 1 47 4 1 2 1 1 71
1633 2 1 1 3 76 2 1 2 1 3 72
1634 2 2 7 2 59 2 1 1 7 2 63
1635 2 1 2 1 43 3 1 2 2 1 72
1635 3 1 2 1 34 9 1 2 2 1 72
1636 2 2 1 1 76 2 1 1 1 1 81
1637 2 1 1 1 15 3 1 2 1 1 39
1638 2 2 2 1 39 2 1 1 2 1 44
1638 3 2 2 1 4 3 1 1 2 1 44
1639 2 1 1 1 52 2 1 2 1 1 58
1639 3 2 1 1 18 3 1 2 1 1 58
1640 2 2 1 1 61 2 2 1 1 1 59
1641 2 2 1 1 25 2 2 1 1 1 27
1642 2 2 1 1 32 2 1 1 1 1 34
1643 2 1 1 1 62 2 1 2 1 1 60
1644 2 2 1 1 63 2 1 1 1 1 63
1645 2 1 1 1 1 3 1 1 1 1 29
1645 3 2 1 1 6 10 1 1 1 1 29
1645 4 2 1 1 26 11 1 1 1 1 29
1646 2 2 2 1 55 2 1 1 2 1 50
1647 2 2 1 1 73 2 1 1 1 1 77
1648 2 1 1 1 56 3 1 2 1 5 94
1648 3 2 1 1 61 4 1 2 1 5 94
1649 2 2 1 1 68 5 2 1 1 1 45
1650 2 1 1 1 22 11 2 2 1 1 22
1651 2 2 2 1 61 2 1 1 2 1 63
1652 2 2 1 1 57 2 1 1 1 1 55
1652 3 2 1 1 22 3 1 1 1 1 55
1653 2 1 1 1 65 2 1 2 1 1 63
1654 2 2 1 1 50 2 1 1 1 1 48
1654 3 2 1 1 18 3 1 1 1 1 48
1654 4 2 1 1 16 3 1 1 1 1 48
1655 2 2 1 1 14 3 2 2 1 1 49
1656 2 2 1 1 65 2 1 1 1 1 65
1657 2 2 1 1 79 2 1 1 1 1 84
1658 2 2 1 1 44 2 1 1 1 1 50
1658 3 1 1 1 14 3 1 1 1 1 50
1658 4 2 1 2 12 3 1 1 1 1 50
1658 5 2 1 1 5 3 1 1 1 1 50
1659 2 2 1 1 38 2 1 1 1 1 41
1659 3 1 1 1 20 3 1 1 1 1 41
1659 4 2 1 1 13 3 1 1 1 1 41
1659 5 1 1 1 20 12 1 1 1 1 41
1660 2 1 3 1 29 2 1 2 3 1 49
1660 3 2 3 1 17 3 1 2 3 1 49
1660 4 2 3 1 16 3 1 2 3 1 49
1660 5 1 3 1 12 3 1 2 3 1 49
1661 2 1 1 1 81 2 1 2 1 1 77
1662 2 1 1 2 45 2 2 2 1 2 48
1662 3 1 1 2 15 3 2 2 1 2 48
1662 4 2 1 2 15 3 2 2 1 2 48
1662 5 2 1 2 15 3 2 2 1 2 48
1663 2 2 1 1 61 2 1 1 1 1 62
1664 2 2 1 5 22 3 1 2 1 4 49
1665 2 1 1 1 25 2 2 2 1 1 21
1665 3 2 1 1 1 3 2 2 1 1 21
1666 2 1 1 1 29 11 2 1 1 1 29
1667 2 2 1 1 79 2 1 1 1 1 79
1668 2 1 1 1 52 11 1 1 1 1 51
1669 2 2 1 3 60 2 2 1 1 3 72
1670 2 2 1 2 21 11 2 1 1 1 30
1671 2 2 1 1 32 2 1 1 1 1 35
1672 2 2 1 1 50 2 1 1 1 1 52
1672 3 2 1 1 28 3 1 1 1 1 52
1672 4 2 1 1 28 3 1 1 1 1 52
1673 2 2 1 1 28 11 1 1 1 1 30
1674 2 2 1 1 25 2 2 1 1 1 26
1675 2 1 1 1 42 2 1 2 1 1 41
1675 3 1 6 1 12 3 1 2 1 1 41
1676 2 2 1 1 54 2 1 1 1 1 53
1677 2 1 1 1 61 5 1 1 1 1 38
1677 3 2 1 1 57 5 1 1 1 1 38
1678 2 2 1 1 1 3 2 1 1 1 36
1678 3 1 1 1 5 3 2 1 1 1 36
1678 4 2 1 1 26 11 2 1 1 1 36
1679 2 2 1 1 55 2 1 1 1 1 55
1679 3 2 1 1 20 3 1 1 1 1 55
1680 2 2 1 1 49 2 2 1 1 1 49
1680 3 1 1 1 19 3 2 1 1 1 49
1681 2 2 7 2 46 2 1 1 7 2 48
1681 3 2 7 2 24 3 1 1 7 2 48
1681 4 1 7 2 6 9 1 1 7 2 48
1681 5 1 7 2 2 9 1 1 7 2 48
1682 2 1 1 1 66 2 1 2 1 1 59
1682 3 1 1 1 27 3 1 2 1 1 59
1683 2 2 1 1 45 2 1 1 1 1 46
1683 3 2 1 1 21 3 1 1 1 1 46
1683 4 1 1 1 12 3 1 1 1 1 46
1684 2 2 1 1 44 2 1 1 1 1 40
1685 2 1 1 1 56 2 1 2 1 1 54
1686 2 2 1 1 40 2 1 1 1 1 40
1686 3 2 1 1 13 3 1 1 1 1 40
1686 4 1 1 1 10 3 1 1 1 1 40
1686 5 1 1 1 6 3 1 1 1 1 40
1686 6 1 1 1 17 3 1 1 1 1 40
1687 2 2 1 1 28 2 1 1 1 1 31
1687 3 1 1 1 3 3 1 1 1 1 31
1688 2 1 2 1 5 10 1 1 2 1 66
1688 3 2 2 1 45 12 1 1 2 1 66
1689 2 2 8 2 49 2 2 1 8 2 41
1689 3 2 7 2 6 3 2 1 8 2 41
1690 2 1 1 1 69 2 1 2 1 1 65
1691 2 2 1 2 22 3 1 1 1 2 47
1691 3 1 1 2 21 3 1 1 1 2 47
1691 4 1 1 2 29 10 1 1 1 2 47
1691 5 2 1 2 52 11 1 1 1 2 47
1691 6 2 1 2 85 12 1 1 1 2 47
1692 2 2 6 2 13 3 2 2 1 2 33
1692 3 1 8 2 11 3 2 2 1 2 33
1692 4 1 8 2 5 3 2 2 1 2 33
1693 2 2 1 1 62 2 1 1 1 1 64
1694 2 1 1 1 56 2 1 2 1 1 59
1695 2 2 1 1 52 2 1 1 1 1 55
1696 2 2 1 1 43 2 2 1 1 1 47
1696 3 1 1 1 12 3 2 1 1 1 47
1696 4 2 1 1 6 3 2 1 1 1 47
1697 2 2 1 1 74 2 1 1 1 1 77
1698 2 2 1 1 70 2 1 1 1 1 71
1698 3 2 1 1 17 9 1 1 1 1 71
1699 2 2 1 5 19 3 2 2 1 5 40
1699 3 2 1 5 14 3 2 2 1 5 40
1700 2 2 1 1 64 2 1 1 1 1 71
1701 2 2 1 1 40 3 1 2 1 1 75
1701 3 1 1 1 8 9 1 2 1 1 75
1701 4 1 1 1 3 9 1 2 1 1 75
1702 2 2 1 1 83 2 1 1 1 1 84
1703 2 1 1 1 66 2 1 2 1 1 71
1704 2 2 1 1 52 2 1 1 1 1 53
1704 3 1 1 1 27 3 1 1 1 1 53
1705 2 2 1 1 32 2 1 1 1 1 32
1706 2 2 1 1 11 3 1 1 1 1 51
1707 2 1 4 1 53 11 1 2 4 1 53
1708 2 2 1 1 28 2 2 1 1 1 28
1709 2 2 1 1 53 3 1 2 1 1 76
1709 3 2 1 1 23 9 1 2 1 1 76
1709 4 2 1 1 20 9 1 2 1 1 76
1710 2 2 2 1 26 2 2 1 2 1 25
1710 3 2 2 1 5 3 2 1 2 1 25
1710 4 2 2 1 1 3 2 1 2 1 25
1711 2 2 1 1 9 3 2 1 1 1 43
1711 3 2 1 1 33 11 2 1 1 1 43
1712 2 2 6 1 44 2 1 1 6 1 53
1712 3 2 6 1 18 3 1 1 6 1 53
1712 4 1 6 1 13 3 1 1 6 1 53
1713 2 2 1 1 51 2 1 1 1 1 58
1714 2 2 1 1 64 2 1 1 1 1 73
1715 2 2 2 1 76 2 1 1 2 1 77
1716 2 1 9 1 12 3 1 2 8 1 41
1717 2 2 1 1 42 2 2 1 1 1 40
1717 3 2 1 1 22 3 2 1 1 1 40
1717 4 1 1 1 17 3 2 1 1 1 40
1717 5 2 1 1 9 3 2 1 1 1 40
1717 6 2 1 1 67 6 2 1 1 1 40
1718 2 1 1 1 41 2 1 2 1 1 39
1718 3 1 1 1 9 3 1 2 1 1 39
1718 4 1 1 1 6 3 1 2 1 1 39
1718 5 2 1 1 2 3 1 2 1 1 39
1719 2 2 4 1 45 2 2 1 4 1 48
1720 2 1 1 1 49 2 1 2 1 1 51
1720 3 2 1 1 19 3 1 2 1 1 51
1720 4 1 1 1 16 3 1 2 1 1 51
1720 5 1 8 1 11 3 1 2 1 1 51
1721 2 2 1 1 74 2 1 1 1 1 75
1722 2 2 1 1 62 2 1 1 1 1 76
1723 2 2 1 1 85 2 1 1 1 1 84
1724 2 2 1 1 32 2 2 1 1 1 34
1724 3 2 1 1 1 3 2 1 1 1 34
1725 2 2 2 1 36 2 1 1 2 1 39
1725 3 2 2 1 6 3 1 1 2 1 39
1725 4 2 2 1 3 3 1 1 2 1 39
1726 2 1 1 5 81 2 1 2 1 5 67
1727 2 2 1 1 36 2 2 1 1 1 39
1728 2 1 2 1 62 2 2 2 2 1 46
1728 3 1 2 1 24 3 2 2 2 1 46
1728 4 2 2 1 3 9 2 2 2 1 46
1728 5 2 2 1 35 11 2 2 2 1 46
1729 2 2 1 2 3 3 2 2 1 2 22
1730 2 1 1 1 16 3 1 1 1 1 48
1730 3 2 1 1 14 3 1 1 1 1 48
1731 2 1 7 5 30 11 2 1 7 5 28
1731 3 1 7 5 26 11 2 1 7 5 28
1731 4 1 7 5 25 11 2 1 7 5 28
1732 2 2 1 1 35 2 1 1 1 1 39
1732 3 1 1 1 7 3 1 1 1 1 39
1732 4 1 1 1 5 3 1 1 1 1 39
1732 5 1 1 1 3 3 1 1 1 1 39
1732 6 2 1 1 2 3 1 1 1 1 39
1733 2 1 1 1 49 2 1 2 1 1 49
1733 3 2 1 1 17 3 1 2 1 1 49
1733 4 2 1 1 13 3 1 2 1 1 49
1734 2 1 1 1 50 2 1 2 1 1 52
1735 2 2 1 1 72 2 1 1 1 1 76
1736 2 2 1 1 21 7 1 2 1 1 23
1737 2 2 1 1 54 2 1 1 1 1 58
1737 3 1 1 1 26 3 1 1 1 1 58
1737 4 2 1 1 18 3 1 1 1 1 58
1738 2 2 1 1 50 2 1 1 1 1 54
1738 3 2 1 1 22 3 1 1 1 1 54
1738 4 1 1 1 18 3 1 1 1 1 54
1739 2 2 1 1 69 2 1 1 1 2 69
1740 2 2 2 1 27 11 2 1 2 1 46
1741 2 1 1 1 59 2 1 2 1 1 62
1742 2 2 1 1 43 2 1 1 1 1 53
1742 3 2 1 1 15 3 1 1 1 1 53
1743 2 2 7 3 23 3 2 2 7 3 39
1743 3 2 7 3 21 3 2 2 7 3 39
1743 4 2 7 3 14 3 2 2 7 3 39
1743 5 2 1 1 18 12 2 2 7 3 39
1744 2 2 1 1 56 2 1 1 1 1 58
1745 2 1 1 1 36 2 1 2 1 1 30
1745 3 2 1 1 2 3 1 2 1 1 30
1746 2 2 1 1 67 2 1 1 1 1 68
1747 2 2 1 1 55 2 1 1 8 1 61
1748 2 2 1 5 68 2 1 1 1 5 75
1749 2 1 6 1 60 2 1 2 6 1 61
1749 3 1 6 1 30 3 1 2 6 1 61
1749 4 1 6 1 28 3 1 2 6 1 61
1750 2 2 1 1 60 2 1 1 1 1 53
1751 2 2 1 1 74 2 1 1 1 1 79
1752 2 2 1 1 35 2 1 1 1 1 36
1753 2 1 1 1 78 2 1 2 1 1 77
1753 3 1 1 1 54 3 1 2 1 1 77
1754 2 2 2 1 58 2 1 1 2 1 60
1755 2 1 1 1 9 3 1 2 1 1 29
1756 2 1 2 1 68 2 1 2 2 1 65
1757 2 2 1 2 49 2 2 1 1 2 49
1757 3 1 1 2 25 3 2 1 1 2 49
1757 4 2 1 2 18 3 2 1 1 2 49
1757 5 1 1 2 21 10 2 1 1 2 49
1758 2 2 6 1 65 2 1 1 6 1 67
1758 3 2 6 1 26 3 1 1 6 1 67
1759 2 2 1 5 25 11 2 1 1 5 25
1760 2 2 1 1 27 11 2 1 1 1 35
1761 2 1 1 1 36 2 1 2 1 1 41
1761 3 1 1 1 16 3 1 2 1 1 41
1761 4 2 1 1 10 3 1 2 1 1 41
1761 5 2 1 1 2 3 1 2 1 1 41
1762 2 2 1 1 28 2 1 1 1 1 30
1762 3 2 1 1 2 3 1 1 1 1 30
1763 2 1 1 1 61 2 2 2 1 1 58
1763 3 1 1 1 61 12 2 2 1 1 58
1764 2 2 1 1 56 2 1 1 1 1 53
1765 2 2 1 1 61 2 1 1 1 1 61
1765 3 2 1 1 34 3 1 1 1 1 61
1765 4 1 1 1 9 9 1 1 1 1 61
1765 5 1 1 1 35 4 1 1 1 1 61
1766 2 2 1 1 45 2 1 1 1 1 55
1766 3 2 8 1 14 3 1 1 1 1 55
1766 4 1 1 1 13 3 1 1 1 1 55
1767 2 2 1 1 49 11 1 1 1 1 58
1768 2 2 2 1 26 3 2 2 2 1 54
1769 2 2 2 1 23 3 1 1 2 1 71
1769 3 1 2 1 21 3 1 1 2 1 71
1770 2 1 1 1 75 12 1 2 1 1 77
1771 2 2 1 4 38 2 2 1 1 4 45
1771 3 2 1 4 7 3 2 1 1 4 45
1771 4 1 1 4 5 3 2 1 1 4 45
1771 5 2 1 4 69 5 2 1 1 4 45
1772 2 2 1 1 79 2 1 1 1 1 80
1773 2 2 8 1 35 2 2 1 6 1 35
1773 3 2 9 1 13 3 2 1 6 1 35
1773 4 1 9 1 10 3 2 1 6 1 35
1774 2 2 1 1 28 11 2 1 1 1 36
1775 2 1 1 1 45 2 1 2 1 1 37
1775 3 1 1 1 13 3 1 2 1 1 37
1775 4 1 1 1 6 3 1 2 1 1 37
1776 2 1 1 1 27 3 1 2 1 1 61
1777 2 1 1 1 57 2 1 2 1 1 57
1777 3 1 1 1 23 3 1 2 1 1 57
1778 2 1 1 2 6 3 2 2 1 1 26
1778 3 1 8 1 5 3 2 2 1 1 26
1778 4 1 1 2 18 7 2 2 1 1 26
1779 2 1 2 1 21 11 2 2 1 5 21
1780 2 1 1 1 49 2 1 2 1 1 49
1781 2 2 1 1 55 7 1 2 1 1 59
1782 2 2 1 1 27 2 1 1 1 1 31
1782 3 1 1 1 2 3 1 1 1 1 31
1782 4 1 1 2 2 3 1 1 1 1 31
1782 5 1 1 1 14 12 1 1 1 1 31
1782 6 2 1 1 14 12 1 1 1 1 31
1783 2 2 1 1 62 2 1 1 1 1 64
